name,slug,chains,contract_addresses,kyc_status,kyc_date,audit_status,audit_date,audit_score,verification_tier,renounced,kyc_certificate_urls,audit_report_urls,audit_certificate_urls
Blokpax,blokpax,Ethereum,0x313408eb31939a9c33b40afe28dc378845d0992f,approved,2024-11-16,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Blokpax%20KYC%20Certificate.png,,
Rebase Finance,rebase-finance,,0x79e6ba65d9d1c0d3a171c16ae5092df8534a534c,approved,2021-01-01,none,,,kyc-only,no,,,
CloneX,clonex,Ethereum,0xd8a2f109bec88d9c9df6f4958c3301bd9d1929fd,approved,2025-01-06,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CloneX%20KYC%20Certificate.png,,
Fort Block Games,fort-block-games,Avax,0x9728db5817d51ccec8605f97fbc598302dda4f66,approved,2024-01-17,completed,2024-01-30,89,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Fort%20Block%20Games%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/FGB_TOKEN_01_30_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/FGB_TOKENV2_01_30_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/FGB_TOKEN_01_29_24.pdf,
JOK AI LABS,jok-ai-labs,Ethereum,0xa728aa2de568766e2fa4544ec7a77f79c0bf9f97,approved,2023-09-08,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/JOK%20AI%20LABS%20KYC%20Certificate.png,,
Lampapuy DAO,lampapuy-dao,Solana,,approved,2024-03-17,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Lampapuy%20DAO%20KYC%20Certificate.png,,
Metahorse Unity,metahorse-unity,,0x127b5cda5cea31edf2cc979b21698a51cc9e8869,approved,2024-01-29,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Metahorse%20Unity%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/MetaHorseUnity_STAKING_02_25_24.pdf,
Contexia Finance,contexia-finance,,0x1ed959d43696a045f7cf59748f04ce272922917f,approved,2021-01-01,none,,,kyc-only,no,,,
MLMX,mlmx,Solana,b1ycj8bqv5fjonzjkzavniis4fvwtvegwvrld8abeqt9,approved,2025-08-30,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/MLMX%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/MLMX_ST_07_24_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/MLMX_ST_07_24_25.png
0xLotto,0xlotto,Ethereum,0xf47ab324910c4017af6f30411e31bc26cac90648,approved,2023-09-09,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/0xLotto%20KYC%20Certificate.png,,
Snoopy,snoopy,BSC,0x42451d82cf0ccd3d1d32b0d9f8f5021ab3c914e8,approved,2023-06-28,completed,2023-08-02,85,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/SNOOPY%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/Snoopy_ERC%2020%20Token_08_02_2023.pdf https://github.com/Assure-DeFi/Audits/blob/main/Snoopy_ERC%2020%20Token_07_28_2023.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/SNOOPY_ERC%2020%20Token_08_02_2023.png
DRAFT,draft,Ethereum,,approved,2024-12-08,none,,,kyc-only,no,,,
SolPaw Meme,solpaw,Solana,bipvcxpnranbcoogpiuw8vum3ze6vv2hsutfunxxmt2r,approved,2024-04-13,completed,2024-04-13,90,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/SolPaw%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/SOLPAW_TOKEN_04_13_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/SOLPAW_TOKEN_04_12_24.pdf,
Keys.fr,keys-fr,,,approved,2022-09-07,none,,,kyc-only,no,,,
Glory Finance,glory-finance,,,approved,2023-02-26,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Glory%20Finance%20KYC%20Certificate.png,,
Decentify,decentify,,,approved,2023-05-15,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Decentify%20KYC%20Certificate.png,,
EVA Intelligence,eva-intelligence,Ethereum,0x84f171f4c7b43966231847cc6e60416e6c3a7360,approved,2024-09-01,completed,,,full,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/EVA%20Intelligence%20KYC%20Certificate.png,,
Island Nodes,island-nodes,,,approved,2021-01-01,none,,,kyc-only,no,,,
TORA,tora,,,approved,2023-02-18,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/TORA%20KYC%20Certificate.png,,
Trading Card Games Coin,trading-card-games-coin,BSC,0x9c31681d7dda1115cb15b0383e7aa10ec785c41f,approved,2023-08-07,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Trading%20Card%20Games%20KYC%20Certificate.png,,
Aalto Protocol,aalto-protocol,,0xce18fbbad490d4ff9a9475235cfc519513cfb19a,approved,2022-04-20,none,,,kyc-only,no,,,
BeanEco SmartChain,beaneco-smartchain,,,approved,2023-04-04,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BeanEco%20SmartChain%20KYC%20Certificate.png,,
ZeldaInu,zeldainu,Ethereum,,approved,2023-11-28,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/ZeldaInu%20KYC%20Certificate.png,,
Toxic,toxic,Ethereum,0x8113a86f365909d421e7c4b9f9323464161c222e,approved,2023-11-28,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Toxic%20KYC%20Certificate.png,,
Brick by Brick,brick-by-brick,Shibarium,0xa50a5370f4799aa8af72531bc400b87f6fc5b37a,approved,2023-09-20,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Brick%20by%20Brick%20KYC%20Certificate.png,,
Potion Nodes,potion-nodes,,,approved,2021-01-01,none,,,kyc-only,no,,,
Porn Lab,porn-lab,Arbitrum,,rejected,2023-02-24,none,,,rejected,no,,,
Star Wars AVAX,star-wars-avax,,,approved,2021-01-01,none,,,kyc-only,no,,,
OnBot,onbot,Ethereum,,approved,2023-11-14,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/OnBot%20KYC%20Certificate.png,,
Synthetic AI,synthetic-ai,Ethereum,0x5ea49ff332b7ad99c486347c1c2bcc73d1e22b9b,approved,2024-05-09,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Synthetic%20AI%20KYC%20Certificate.png,,
Black Shark Nodes,black-shark-nodes,,,approved,2021-01-01,none,,,kyc-only,no,,,
Photon,photon,Ethereum,,approved,2024-04-10,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Photon%20KYC%20Certificate.png,,
Produce AI,produce-ai,Ethereum,0x0e6d98de664a28a32b584c72e606ff7dea898dc6,approved,2024-04-01,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Produce%20AI%20KYC%20Certificate.png,,
NeoTechAi,neotechai,Ethereum,tba,approved,2024-08-25,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/NeoTechAi%20KYC%20Certificate.png,,
6ENSE,6ense,Ethereum,0x85018d46c4f21460490d841ef43b07bbcc99f6dc,approved,2025-02-11,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/6ENSE%20KYC%20Certificate.png,,
TG.Casino,tg-casino,Ethereum,0x25b4f5d4c314bcd5d7962734936c957b947cb7cf,approved,2023-11-10,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/TG.Casino%20KYC%20Certificate.png,,
Schrodinger,schrodinger,,0x2c33b28527a63cdf13c0b24ce4cf5bf9c9fb3bc6,approved,2021-01-01,none,,,kyc-only,no,,,
Pioneers of New World,pioneers-of-new-world,Ethereum,,approved,2024-09-17,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Pioneers%20of%20New%20World%20KYC%20Certificate.png,,
Bionic Protocol,bionic-protocol,Ethereum,0x94dc32f6f4268a4b99cdee7989c4e6818de317cf,none,,completed,2023-10-03,83,audit-only,yes,,https://github.com/Assure-DeFi/Audits/blob/main/BIONIC_ERC%2020%20Token_10_03_2023.pdf https://github.com/Assure-DeFi/Audits/blob/main/Bionic_ERC%2020%20Token_09_18_2023.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/20231003_ASSUREDEFI_Bionic_BIONIC_Audit.pdf https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Bionic%20Protocol_ERC%2020%20Token_10_03_2023.png
NovaQ,novaq,Ethereum,0xf2b733bdddb8e12f0b3e15781b319389d499dad6,none,2025-05-24,completed,,,audit-only,yes,,https://github.com/Assure-DeFi/Audits/blob/main/NovaQ_ADV_05_24_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/NovaQ_ADV_05_24_25.png
BlobDAO,blobdao,Ethereum,,approved,2023-06-10,none,,,kyc-only,no,,,
StonedPEPE,stonedpepe,,0xcb6ebfd1cf30b2b390209d80ef8a6a89aa3d6d88,approved,2023-05-11,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/StonedPEPE%20KYC%20Certificate.png,,
The GameHub,thegamehub,Ethereum,,approved,2024-03-30,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/The%20GameHub%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/2024_12_04_ASSUREDEFI_The%20GameHub_GHUB_TOKEN_Audit.pdf,
Dogeazon,dogeazon,,,approved,2022-04-23,none,,,kyc-only,no,,,
Tucker Coin,tucker-coin,BSC,0xdfef84e917f157fb5e1c6c3a81506a1123b9124a,approved,2023-08-05,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Tucker%20Coin%20KYC%20Certificate.png,,
Etherstones,etherstones,,0x1efe6a8af01920912f0b4f7f26fc16e294664c4c,approved,2021-01-01,none,,,kyc-only,no,,,
The Coal Farm,the-coal-farm,,,approved,2021-01-01,none,,,kyc-only,no,,,
Aeon-X,aeon-x,Ethereum,0xee868feabdc19e5590a9dfaecec7c4798459b48d,approved,2024-06-19,completed,2024-06-27,95,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Aeon-X%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/4419bb0836d30b0697378226598da56195fe1197/Assure%20DeFi%20-%20AdvancedAudit%20-%20AeoN_X%20_%20PASS_v3_kyc_06_27_2024.pdf https://github.com/Assure-DeFi/Audits/blob/main/Assure%20DeFi%20-%20AdvancedAudit%20-%20AeoN_X%20_%20PASS_v3_kyc_06_27_2024.pdf,
Society of Memes,society-of-memes,Solana,,approved,2024-04-02,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Society%20of%20Memes%20KYC%20Certificate.png,,
OG Cats,og-cats,,,approved,2023-03-11,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/OG%20Cats%20KYC%20Certificate.png,,
Lava Ai,lava-ai,Base,t2,approved,2025-08-28,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Lava%20Ai%20KYC%20Certificate.png,,
BeeCasino,beecasino,Ethereum,,approved,2024-01-20,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BeeCasino%20KYC%20Certificate.png,,
DIAMOND,diamond,,,approved,2021-01-01,none,,,kyc-only,no,,,
Ignite Finance,ignite-finance,,,approved,2021-01-01,none,,,kyc-only,no,,,
Banana Task Force Ape Genesis Collection,banana-task-force-ape-genesis-collection,,0x67536f6e4412663e2d3ee7ffc7b9f79440f8e42a,approved,2022-10-13,none,,,kyc-only,no,,,
The Triad Project,the-triad-project,,,approved,2022-12-08,none,,,kyc-only,no,,,
CoinCreate,coincreate,Ethereum,0x28ae7b2ebd6f10f4393f410f6b7896380a949d62,approved,2024-10-03,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CoinCreate%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/CoinCreate_BTOKEN_11_04_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/CoinCreate_STAKENFT_11_04_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/CoinCreate_STOKEN_11_04_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/CoinCreate_VESTING_11_04_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/CoinCreate_ADV_11_01_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/CoinCreate_BTOKEN_11_04_24.png https://github.com/Assure-DeFi/Audit-Certificates/blob/main/CoinCreate_STAKENFT_11_04_24.png https://github.com/Assure-DeFi/Audit-Certificates/blob/main/CoinCreate_STOKEN_11_04_24.png https://github.com/Assure-DeFi/Audit-Certificates/blob/main/CoinCreate_VESTING_11_04_24.png
GOOD Marketplace,good-marketplace,Ethereum,,approved,2023-10-26,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/GOOD%20Marketplace%20KYC%20Certificate.png,,
Crypto Champion Game,crypto-champion-game,,,approved,2022-05-31,none,,,kyc-only,no,,,
MENTAL,mental,Solana,avl9rhwzja8g8mteipkj3y4xbzdexmq1p5nnebt9gem,approved,2025-09-16,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Mental%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/MENTAL_SOL_09_16_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/MENTAL_SOL_09_16_25.png
Tethereum,tethereum,Ethereum,0xe9a5c635c51002fa5f377f956a8ce58573d63d91,none,,completed,2023-09-03,90,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/Tethereum_ERC%2020%20Token_09_02_2023.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Tethereum_ERC%2020%20Token_09_03_2023.png
Hoglympics,hoglympics,,,approved,2021-01-01,none,,,kyc-only,no,,,
Zaddy Inu,zaddy-inu,,,approved,2021-01-01,none,,,kyc-only,no,,,
ME3,me3,Ethereum,,approved,2023-12-08,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/ME3%20KYC%20Certificate.png,,
MARS,mars,,,approved,2024-09-05,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/MARS%20KYC%20Certificate.png,,
SUNMINE,sunmine-eng,BSC,0xd56a23c30d915e28b62af91a5d7234ea7a72456f,approved,2023-07-25,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Sunmine%20KYC%20Certificate.png,,
Celeb Check,celeb-check,,0x8a2d0a517ecdbe2165f4ad5a2deadf880d66560c,approved,2023-05-15,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Celeb%20Check%20KYC%20Certificate.png,,
XRPea,xrpea,Solana,,approved,2024-04-30,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/XRPea%20KYC%20Certificate.png,,
Leprechaun Run,leprechaun-run,Solana,,approved,2024-04-05,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Leprechaun%20Run%20KYC%20Certificate.png,,
Bag Token,bag-token,Ethereum,,approved,2023-08-30,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Bag%20Token%20KYC%20Certificate.png,,
Secret Koala Society,secret-koala-society,,,approved,2021-01-01,none,,,kyc-only,no,,,
VCASH,vcash,Ethereum,,none,2024-12-23,completed,,,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/VCASH_STAKING_11_28_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/VCASH_STAKING_11_27_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/VCASH_TOKEN_11_27_24.pdf,
LotSwap,lotswap,,0x10687b99f50877f2e7395d2cbfc10b61fe5682c2,approved,2022-04-21,none,,,kyc-only,no,,,
Kiba Inu,kiba-inu,,0x005d1123878fc55fbd56b54c73963b234a64af3c,approved,2021-01-01,none,,,kyc-only,no,,,
iBots,ibots,Ethereum,0x822cbc51013a369d44244fd45e2d7c5ee8bc4a02,approved,2023-06-27,none,,,kyc-only,no,,,
Pentagon Finance,pentagon-finance,,,approved,2021-01-01,none,,,kyc-only,no,,,
Tanuki Launchpad,tanuki-launchpad,Solana,7wexbxvbwfh3nzcth8ouyf6wgklpypnzzujahcmcqnhq,rejected,2024-07-03,none,,,rejected,no,,,
ok.lets.go,ok-lets-go,,0x5dbb9f64cd96e2dbbca58d14863d615b67b42f2e,approved,2021-01-01,none,,,kyc-only,no,,,
CryptoGPT,cryptogpt,Ethereum,0x50739bd5b6aff093ba2371365727c48a420a060d,approved,2023-12-10,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CryptoGPT%20KYC%20Certificate.png,,
Illusionarium,illusionarium,BSC,0x23a8e99d854eb7436bbd2d9b7656e491eb1baa76,approved,2023-11-08,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Illusionarium%20KYC%20Certificate.png,,
AWOO Finance,awoo-finance,,,approved,2021-01-01,none,,,kyc-only,no,,,
CIFI,cifi,Ethereum,0x7efbac35b65e73484764fd00f18e64929e782855,approved,2024-04-30,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CIFI%20KYC%20Certificate.png,,
SpectreFi,spectrefi,,,approved,2021-01-01,none,,,kyc-only,no,,,
Far West Games,far-west-games,,,approved,2021-01-01,none,,,kyc-only,no,,,
PegasusDAO,pegasusdao,,,approved,2021-01-01,none,,,kyc-only,no,,,
ViFoxCoin,vifoxcoin,BSC,0xec69f1351b66902cd5e79f0924a5ad049f682540,approved,2025-11-24,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/ViFoxCoin%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/ViFoxCoin_ST_11_25_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/ViFoxCoin_ST_11_24_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/ViFoxCoin_ST_11_20_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/ViFoxCoin_ST_11_24_25.png
Miraverse,Miraverse,,,approved,2023-04-26,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Miraverse%20KYC%20Certificate.png,,
Helena Financial,helena-financial,,0xe350b08079f9523b24029b838184f177baf961ff,approved,2021-01-01,none,,,kyc-only,no,,,
CryptoCoin,cryptocoin,Ethereum,0xed7257b255ed506864cb220744ce3a381ff37a8e,approved,2025-01-22,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CryptoCoin%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/CryptoCoin_ADV_01_24_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/CryptoCoin_ADV_01_24_24.png
HAVOC,havoc,Ethereum,0x9f94b198ce85c19a846c2b1a4d523f40a747a850,approved,2023-07-04,none,,,kyc-only,yes,,,
RatWifHat,ratwifhat,Solana,5f7vzw4vhpaxjug5799j2cdk4zitdou1hbvvmjayulpp,approved,2024-03-15,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/RatWifHat%20KYC%20Certificate.png,,
SuperSloth,supersloth,Ethereum,,approved,2023-08-29,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/SuperSloth%20KYC%20Certificate.png,,
STBL,stbl,Base,,approved,2024-04-10,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/STBL%20KYC%20Certificate.png,,
Russian Roulette,russian-roulette,Solana,tba,approved,2024-07-04,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Russian%20Roulette%20KYC%20Certificate.png,,
Whispers of Decay,whispers-of-decay,Ethereum,0x0db56f603e754f3539157e2b207eff10a4ebd641,approved,2024-08-17,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/%20Whispers%20of%20Decay%20KYC%20Certificate.png,,
Operation Phoenix,operation-phoenix,BSC,,approved,2024-01-30,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Operation%20Phoenix%20KYC%20Certificate.png,,
TaiNet,tainet,Ethereum,0x595fb90b23660556c62400e893747d9662c16a35,approved,2024-05-03,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/TaiNet%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/TAINET_ADV_11_04_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/Tainet_ADV_10_14_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/TAINET_ADV_10_04_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/TAINET_ADV_11_04_24.png
Obscura,obscura,Solana,9zef3tv9gjehjuifrvqma15kzeikv5yrpe2gqf17rhfg,approved,2025-01-10,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Obscura%20KYC%20Certificate.png,,
PolyVertex,polyvertex,,0x72572ccf5208b59f4bcc14e6653d8c31cd1fc5a0,approved,2021-01-01,none,,,kyc-only,no,,,
Tomiwagmi,tomiwagmi,BSC,0xc0e4675e3dc2a4f5bd9dbcab408ac4b7272afdd8,approved,2023-09-23,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Tomiwagmi%20KYC%20Certificate.png,,
Enigma,enigma,,,approved,2023-01-10,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Enigma%20KYC%20Certificate.png,,
King Bean,king-bean,,0xdc481e5e8d56d37bc6567b75a7f74bb34562044a,approved,2023-06-03,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/King%20Bean%20KYC%20Certificate.png,,
Rhea DAO,rhea-dao,,,approved,2021-01-01,none,,,kyc-only,no,,,
CheB,cheb,Ethereum,0xfc2f1112290f8b8f0d78b826758ca492396012d7,approved,2024-05-28,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CheB%20KYC%20Certificate.png,,
Gryphon Dao,gryphon-dao,,,approved,2021-01-01,none,,,kyc-only,no,,,
MonadStarter,monadstarter,Monad,tba,approved,2024-07-22,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/MonadStarter%20KYC%20Certificate1.png,,
APE on Bitrock,ape-on-bitrock,Bitrock,0xe8a4f717ac5b08bccc7240d649af653b2577b36a,approved,2024-05-30,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/APE%20on%20Bitrock%20KYC%20Certificate.png,,
Crypter Token,crypter-token,,,approved,2023-02-11,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Crypter%20Token%20KYC%20Certificate.png,,
BadSammy,badsammy,Base,0x01fd13a4051e4048dafa38167c78943665213b2d,approved,2025-02-27,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BadSammy%20KYC%20Certificate.png,,
Fomo Labs,fomo-labs,Ethereum,,approved,2023-06-22,none,,,kyc-only,no,,,
Emerald,emerald-company,Ethereum,0xebb1afb0a4ddc9b1f84d9aa72ff956cd1c1eb4be,approved,2024-04-17,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Emerald%20KYC%20Certificate.png,,
Sorra,sorra,Ethereum,,approved,2024-11-07,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Sorra%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/SORRA_STAKING_12_18_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/SORRA_Staking_Final_12_18_2024.pdf,
Enoch,enoch,Ethereum,0xb8a615efe9648f6d40ebd472beb5221a322b6966,approved,2023-07-17,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Enoch%20KYC%20Certificate.png,,
Blox Estate,blox-estate,Ethereum,0x6ca84eb00fb13f5648fa6ddcd8b19a68557922d4,approved,2023-11-15,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Blox%20Estate%20KYC%20Certificate.png,,
Banana Index,banana-index,,0xa67b8e40111a0edd30c3210b77aadb86ad234c43,approved,2022-06-07,none,,,kyc-only,no,,,
